EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10107870,GARFIELD CO., ,11/03/1981,1130,Tornado,0,F0,0,0,0,0,OK,CST, , ,C,47, ,0,0, , ,0,33,0, ,0, , ,11/03/1981,1130,36.35,-97.92, , ,"","",1
10129037,JOHNSON CO., ,11/08/1981,1722,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,251, ,0,0, , ,2,73,0, ,0, , ,11/08/1981,1722,32.57,-97.60, , ,"","",2
10129038,JOHNSON CO., ,11/08/1981,1730,Tornado,0,F0,0,0,0,0,TX,CST, , ,C,251, ,0,0, , ,0,33,0, ,0, , ,11/08/1981,1730,32.47,-97.47, , ,"","",3
10129040,BELL CO., ,11/13/1981,50,Tornado,0,F1,0,2,25000,0,TX,CST, , ,C,27, ,0,0, , ,0,33,0, ,0, , ,11/13/1981,50,30.97,-97.73, , ,"","",4
10016803,RIPLEY CO., ,11/19/1981,1745,Tornado,0,F1,0,0,250000,0,IN,CST, , ,C,137, ,0,0, , ,4.7,150,0, ,0, , ,11/19/1981,1745,38.97,-85.42,39.00,-85.33,"","",5
10030235,KENTON CO., ,11/19/1981,1830,Tornado,0,F1,0,2,2500000,0,KY,CST, , ,C,117, ,0,0, , ,.5,50,0, ,0, , ,11/19/1981,1830,39.05,-84.55, , ,"","",6
9995926,CLAYTON CO., ,11/19/1981,2315,Tornado,0,F1,0,5,2500000,0,GA,CST, , ,C,63, ,0,0, , ,2.5,100,0, ,0, , ,11/19/1981,2315,33.65,-84.43, , ,"","",7
10001934,PINELLAS CO., ,12/15/1981,825,Tornado,0,F2,0,5,250000,0,FL,CST, , ,C,103, ,0,0, , ,4.7,150,0, ,0, , ,12/15/1981,825,27.72,-82.72,27.77,-82.67,"","",8
