EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10091072,BEAUFORT CO., ,10/03/1980,1530,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,13, ,0,0, , ,1.5,500,0, ,0, , ,10/03/1980,1530,35.55,-77.03, , ,"","",1
10067403,GARDEN CO., ,10/15/1980,1620,Tornado,0,F2,0,0,250000,0,NE,CST, , ,C,69, ,0,0, , ,0,77,0, ,0, , ,10/15/1980,1620,41.40,-102.20,41.38,-102.17,"","",2
10020386,ELLIS CO., ,10/15/1980,1700,Tornado,0,F0,0,0,250000,0,KS,CST, , ,C,51, ,0,0, , ,5.1,100,0, ,0, , ,10/15/1980,1700,38.83,-99.15,38.90,-99.10,"","",3
10020385,RUSSELL CO., ,10/15/1980,1700,Tornado,0,F0,0,0,0,0,KS,CST, , ,C,167, ,0,0, , ,0,33,0, ,0, , ,10/15/1980,1700,38.88,-98.95, , ,"","",4
9987898,BOULDER CO., ,10/15/1980,1822,Tornado,0,F2,0,0,25000,0,CO,CST, , ,C,13, ,0,0, , ,1.5,50,0, ,0, , ,10/15/1980,1822,40.02,-105.22, , ,"","",5
10067620,HAYES CO., ,10/15/1980,1830,Tornado,0,F1,0,0,25000,0,NE,CST, , ,C,85, ,0,0, , ,.1,27,0, ,0, , ,10/15/1980,1830,40.47,-100.92, , ,"","",6
10021251,COWLEY CO., ,10/15/1980,1912,Tornado,0,F3,0,4,2500000,0,KS,CST, , ,C,35, ,0,0, , ,13.3,150,0, ,0, , ,10/15/1980,1912,37.33,-96.75,37.52,-96.67,"","",7
10067621,LINCOLN CO., ,10/15/1980,1915,Tornado,0,F0,0,0,250000,0,NE,CST, , ,C,111, ,0,0, , ,.2,27,0, ,0, , ,10/15/1980,1915,41.02,-100.82, , ,"","",8
10067624,CUSTER CO., ,10/15/1980,2015,Tornado,0,F0,0,0,25000,0,NE,CST, , ,C,41, ,0,0, , ,.1,30,0, ,0, , ,10/15/1980,2015,41.40,-99.70, , ,"","",9
10021468,ELLIS CO., ,10/16/1980,30,Tornado,0,F3,0,0,250000,0,KS,CST, , ,C,51, ,0,0, , ,0,33,0, ,0, , ,10/16/1980,30,38.82,-99.25, , ,"","",10
10067633,HALL CO., ,10/16/1980,130,Tornado,0,F1,0,0,2500000,0,NE,CST, , ,C,79, ,0,0, , ,3,20,0, ,0, , ,10/16/1980,130,40.75,-98.30,40.80,-98.27,"","",11
10067634,HAMILTON CO., ,10/16/1980,135,Tornado,0,F1,0,0,2500000,0,NE,CST, , ,C,81, ,0,0, , ,3,33,0, ,0, , ,10/16/1980,135,40.80,-98.27,40.85,-98.23,"","",12
10108929,DEWEY CO., ,10/16/1980,400,Tornado,0,F1,0,3,250000,0,OK,CST, , ,C,43, ,0,0, , ,10.4,400,0, ,0, , ,10/16/1980,400,36.03,-99.00,36.15,-98.88,"","",13
10129946,ANDERSON CO., ,10/16/1980,800,Tornado,0,F2,0,1,25000,0,TX,CST, , ,C,1, ,0,0, , ,2,50,0, ,0, , ,10/16/1980,800,31.72,-95.63, , ,"","",14
10067641,ANTELOPE CO., ,10/16/1980,1230,Tornado,0,F2,0,0,25000,0,NE,CST, , ,C,3, ,0,0, , ,.3,60,0, ,0, , ,10/16/1980,1230,42.22,-98.02, , ,"","",15
10067644,ANTELOPE CO., ,10/16/1980,1240,Tornado,0,F1,0,0,250000,0,NE,CST, , ,C,3, ,0,0, , ,1.1,40,0, ,0, , ,10/16/1980,1240,42.42,-98.23,42.43,-98.23,"","",16
10067645,KNOX CO., ,10/16/1980,1242,Tornado,0,F1,0,0,250000,0,NE,CST, , ,C,107, ,0,0, , ,2.3,33,0, ,0, , ,10/16/1980,1242,42.43,-98.23,42.47,-98.23,"","",17
10067648,KNOX CO., ,10/16/1980,1300,Tornado,0,F1,0,0,250000,0,NE,CST, , ,C,107, ,0,0, , ,.3,100,0, ,0, , ,10/16/1980,1300,42.77,-97.62, , ,"","",18
10013730,BOONE CO., ,10/16/1980,1730,Tornado,0,F1,0,0,250000,0,IA,CST, , ,C,15, ,0,0, , ,4.1,30,0, ,0, , ,10/16/1980,1730,42.17,-93.73,42.23,-93.70,"","",19
10014583,HAMILTON CO., ,10/16/1980,1740,Tornado,0,F1,0,0,250000,0,IA,CST, , ,C,79, ,0,0, , ,4.9,33,0, ,0, , ,10/16/1980,1740,42.23,-93.70,42.30,-93.63,"","",20
10129947,HOPKINS CO., ,10/16/1980,1745,Tornado,0,F2,0,0,250000,0,TX,CST, , ,C,223, ,0,0, , ,2.7,77,0, ,0, , ,10/16/1980,1745,33.13,-95.58,33.17,-95.57,"","",21
10129953,FANNIN CO., ,10/17/1980,515,Tornado,0,F1,0,0,250000,0,TX,CST, , ,C,147, ,0,0, , ,6.2,77,0, ,0, , ,10/17/1980,515,33.52,-96.25,33.55,-96.15,"","",22
10129954,FANNIN CO., ,10/17/1980,530,Tornado,0,F1,0,0,2500,0,TX,CST, , ,C,147, ,0,0, , ,1,50,0, ,0, , ,10/17/1980,530,33.53,-96.13, , ,"","",23
9979972,MILLER CO., ,10/17/1980,830,Tornado,0,F2,0,3,250000,0,AR,CST, , ,C,91, ,0,0, , ,.5,27,0, ,0, , ,10/17/1980,830,33.47,-94.00, , ,"","",24
9979973,LITTLE RIVER CO., ,10/17/1980,830,Tornado,0,F2,0,2,250000,0,AR,CST, , ,C,81, ,0,0, , ,.5,440,0, ,0, , ,10/17/1980,830,33.58,-94.02, , ,"","",25
9979974,DREW CO., ,10/17/1980,1220,Tornado,0,F2,1,2,250000,0,AR,CST, , ,C,43, ,0,0, , ,1.5,77,0, ,0, , ,10/17/1980,1220,33.47,-91.85, , ,"","",26
9979975,CHICOT CO., ,10/17/1980,1305,Tornado,0,F2,0,0,250000,0,AR,CST, , ,C,17, ,0,0, , ,15.5,77,0, ,0, , ,10/17/1980,1305,33.33,-91.45,33.48,-91.25,"","",27
