EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
9987249,OKALOOSA CO., ,01/05/1962,1610,Tornado,0,F2,1,30,2500000,0,FL,CST, , ,C,91, ,0,0, , ,2.5,100,0, ,0, , ,01/05/1962,1610,30.77,-86.60, , ,"","",1
9987250,OKALOOSA CO., ,01/05/1962,1610,Tornado,0,F2,0,0,0,0,FL,CST, , ,C,91, ,0,0, , ,2.5,100,0, ,0, , ,01/05/1962,1610,30.77,-86.60, , ,"","",2
9975815,COVINGTON CO., ,01/05/1962,1630,Tornado,0,F2,0,0,2500,0,AL,CST, , ,C,39, ,0,0, , ,0,33,0, ,0, , ,01/05/1962,1630,31.30,-86.50, , ,"","",3
9987251,OKALOOSA CO., ,01/05/1962,1700,Tornado,0,F2,0,0,2500,0,FL,CST, , ,C,91, ,0,0, , ,0,77,0, ,0, , ,01/05/1962,1700,30.37,-86.50, , ,"","",4
9975816,PIKE CO., ,01/05/1962,1730,Tornado,0,F2,0,0,25000,0,AL,CST, , ,C,109, ,0,0, , ,2,33,0, ,0, , ,01/05/1962,1730,31.75,-86.00, , ,"","",5
9996580,EARLY CO., ,01/05/1962,2200,Tornado,0,F1,0,0,2500,0,GA,CST, , ,C,99, ,0,0, , ,1,800,0, ,0, , ,01/05/1962,2200,31.43,-85.00, , ,"","",6
9975817,HOUSTON CO., ,01/05/1962,2230,Tornado,0,F1,0,0,25000,0,AL,CST, , ,C,69, ,0,0, , ,5.1,33,0, ,0, , ,01/05/1962,2230,31.30,-85.42,31.35,-85.37,"","",7
9996581,TWIGGS CO., ,01/06/1962,500,Tornado,0,F1,0,0,2500,0,GA,CST, , ,C,289, ,0,0, , ,2,300,0, ,0, , ,01/06/1962,500,32.68,-83.40, , ,"","",8
9996582,BACON CO., ,01/06/1962,620,Tornado,0,F2,0,0,25000,0,GA,CST, , ,C,5, ,0,0, , ,5.4,300,0, ,0, , ,01/06/1962,620,31.60,-82.40,31.65,-82.33,"","",9
10114306,MCCORMICK CO., ,01/06/1962,715,Tornado,0,F1,0,1,2500,0,SC,CST, , ,C,65, ,0,0, , ,1,100,0, ,0, , ,01/06/1962,715,33.85,-82.25, , ,"","",10
10151997,HALIFAX CO., ,01/06/1962,1430,Tornado,0,F2,0,0,2500,0,VA,CST, , ,C,83, ,0,0, , ,0,33,0, ,0, , ,01/06/1962,1430,36.58,-78.73, , ,"","",11
10115350,LUZERNE CO., ,01/27/1962,130,Tornado,0,F1,0,0,250000,0,PA,CST, , ,C,79, ,0,0, , ,0,200,0, ,0, , ,01/27/1962,130,41.07,-76.22, , ,"","",12
10061652,MISSISSIPPI CO., ,02/08/1962,2200,Tornado,0,F2,0,0,25000,0,MO,CST, , ,C,133, ,0,0, , ,.1,30,0, ,0, , ,02/08/1962,2200,36.72,-89.32, , ,"","",13
10061654,PEMISCOT CO., ,02/08/1962,2315,Tornado,0,F1,0,0,2500,0,MO,CST, , ,C,155, ,0,0, , ,.2,17,0, ,0, , ,02/08/1962,2315,36.27,-89.82, , ,"","",14
10114310,LEE CO., ,02/09/1962,1700,Tornado,0,F1,0,0,25000,0,SC,CST, , ,C,61, ,0,0, , ,1.5,80,0, ,0, , ,02/09/1962,1700,34.13,-80.20, , ,"","",15
9982514,FAULKNER CO., ,02/14/1962,2200,Tornado,0,F1,0,0,25000,0,AR,CST, , ,C,45, ,0,0, , ,0,33,0, ,0, , ,02/14/1962,2200,35.20,-92.20, , ,"","",16
10121437,LEE CO., ,02/15/1962,130,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,287, ,0,0, , ,2,33,0, ,0, , ,02/15/1962,130,30.22,-96.95, , ,"","",17
10032727,LINCOLN PAR., ,02/15/1962,1350,Tornado,0,F0,0,0,2500,0,LA,CST, , ,C,61, ,0,0, , ,.5,33,0, ,0, , ,02/15/1962,1350,32.50,-92.70, , ,"","",18
10047067,GRENADA CO., ,02/15/1962,1600,Tornado,0,F1,0,0,2500,0,MS,CST, , ,C,43, ,0,0, , ,0,33,0, ,0, , ,02/15/1962,1600,33.78,-88.95, , ,"","",19
10032728,LINCOLN PAR., ,02/15/1962,1600,Tornado,0,F0,0,0,30,0,LA,CST, , ,C,61, ,0,0, , ,.2,33,0, ,0, , ,02/15/1962,1600,32.50,-92.77, , ,"","",20
9989513,ORANGE CO., ,02/19/1962,530,Tornado,0,F0,0,0,250,0,CA,CST, , ,C,59, ,0,0, , ,2,33,0, ,0, , ,02/19/1962,530,33.70,-117.80, , ,"","",21
9989514,LOS ANGELES CO., ,02/19/1962,1800,Tornado,0,F1,0,0,2500,0,CA,CST, , ,C,37, ,0,0, , ,.6,250,0, ,0, , ,02/19/1962,1800,36.23,-118.52, , ,"","",22
9996583,TAYLOR CO., ,02/22/1962,1,Tornado,0,F2,0,0,25000,0,GA,CST, , ,C,269, ,0,0, , ,.8,33,0, ,0, , ,02/22/1962,1,32.60,-84.12, , ,"","",23
10047069,GRENADA CO., ,02/22/1962,1630,Tornado,0,F1,0,0,25000,0,MS,CST, , ,C,43, ,0,0, , ,0,33,0, ,0, , ,02/22/1962,1630,33.77,-88.95, , ,"","",24
10047070,GRENADA CO., ,02/22/1962,1630,Tornado,0,F2,0,0,25000,0,MS,CST, , ,C,43, ,0,0, , ,0,33,0, ,0, , ,02/22/1962,1630,33.78,-88.92, , ,"","",25
10114311,MARION CO., ,02/22/1962,1645,Tornado,0,F2,0,1,25000,0,SC,CST, , ,C,67, ,0,0, , ,8.7,100,0, ,0, , ,02/22/1962,1645,34.18,-79.40,34.20,-79.25,"","",26
10114312,WILLIAMSBURG CO., ,02/22/1962,1730,Tornado,0,F1,0,0,2500,0,SC,CST, , ,C,89, ,0,0, , ,1.5,60,0, ,0, , ,02/22/1962,1730,33.67,-79.65, , ,"","",27
10121442,LEE CO., ,02/23/1962,515,Tornado,0,F2,0,0,25000,0,TX,CST, , ,C,287, ,0,0, , ,2,50,0, ,0, , ,02/23/1962,515,30.25,-96.78, , ,"","",28
10121443,HARRISON CO., ,02/23/1962,630,Tornado,0,F1,0,0,2500,0,TX,CST, , ,C,203, ,0,0, , ,1,33,0, ,0, , ,02/23/1962,630,32.48,-94.07, , ,"","",29
10121444,ANGELINA CO., ,02/23/1962,800,Tornado,0,F1,0,0,2500,0,TX,CST, , ,C,5, ,0,0, , ,1,50,0, ,0, , ,02/23/1962,800,31.30,-94.60, , ,"","",30
10032731,JACKSON PAR., ,02/23/1962,1015,Tornado,0,F1,0,1,250,0,LA,CST, , ,C,49, ,0,0, , ,2,50,0, ,0, , ,02/23/1962,1015,32.25,-92.70, , ,"","",31
10032732,OUACHITA PAR., ,02/23/1962,1125,Tornado,0,F0,0,0,250,0,LA,CST, , ,C,73, ,0,0, , ,.5,33,0, ,0, , ,02/23/1962,1125,32.50,-92.38, , ,"","",32
10047072,WARREN CO., ,02/23/1962,1308,Tornado,0,F1,0,2,2500,0,MS,CST, , ,C,149, ,0,0, , ,0,33,0, ,0, , ,02/23/1962,1308,32.35,-90.88, , ,"","",33
10126109,CHESTER CO., ,02/23/1962,1500,Tornado,0,F1,0,0,250000,0,TN,CST, , ,C,23, ,0,0, , ,14,300,0, ,0, , ,02/23/1962,1500,35.38,-88.63,35.48,-88.42,"","",34
10047074,TIPPAH CO., ,02/23/1962,1517,Tornado,0,F2,0,0,25000,0,MS,CST, , ,C,139, ,0,0, , ,5.6,100,0, ,0, , ,02/23/1962,1517,34.88,-88.90,34.95,-88.85,"","",35
10047075,PANOLA CO., ,02/23/1962,1600,Tornado,0,F1,0,4,2500,0,MS,CST, , ,C,107, ,0,0, , ,0,33,0, ,0, , ,02/23/1962,1600,34.32,-89.95, , ,"","",36
10047076,LAFAYETTE CO., ,02/23/1962,1600,Tornado,0,F2,0,1,2500,0,MS,CST, , ,C,71, ,0,0, , ,0,33,0, ,0, , ,02/23/1962,1600,34.55,-89.63, , ,"","",37
10121445,BOWIE CO., ,03/08/1962,1915,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,37, ,0,0, , ,.5,100,0, ,0, , ,03/08/1962,1915,33.50,-94.60, , ,"","",38
9996588,BIBB CO., ,03/11/1962,1710,Tornado,0,F0,0,0,25000,0,GA,CST, , ,C,21, ,0,0, , ,.5,300,0, ,0, , ,03/11/1962,1710,32.88,-83.75, , ,"","",39
9996589,WASHINGTON CO., ,03/11/1962,1815,Tornado,0,F1,0,0,25000,0,GA,CST, , ,C,303, ,0,0, , ,1,33,0, ,0, , ,03/11/1962,1815,32.93,-82.80, , ,"","",40
10008785,DOUGLAS CO., ,03/11/1962,1815,Tornado,0, ,0,0,250,0,IL,CST, , ,C,41, ,0,0, , ,0,33,0, ,0, , ,03/11/1962,1815,39.80,-88.30, , ,"","",41
10006101,BOONE CO., ,03/11/1962,1945,Tornado,0,F3,0,0,25000,0,IN,CST, , ,C,11, ,0,0, , ,3,10,0, ,0, , ,03/11/1962,1945,40.08,-86.48,40.13,-86.45,"","",42
10121446,ERATH CO., ,03/20/1962,930,Tornado,0,F1,0,0,25000,0,TX,CST, , ,C,143, ,0,0, , ,.5,67,0, ,0, , ,03/20/1962,930,32.10,-98.28, , ,"","",43
9982517,MADISON CO., ,03/20/1962,1915,Tornado,0,F2,0,0,250000,0,AR,CST, , ,C,87, ,0,0, , ,7.8,417,0, ,0, , ,03/20/1962,1915,36.15,-93.88,36.12,-93.75,"","",44
9982518,NEWTON CO., ,03/20/1962,1930,Tornado,0,F2,0,2,25000,0,AR,CST, , ,C,101, ,0,0, , ,.5,300,0, ,0, , ,03/20/1962,1930,36.02,-93.35, , ,"","",45
9975824,ETOWAH CO., ,03/21/1962,100,Tornado,0,F3,0,10,250000,0,AL,CST, , ,C,55, ,0,0, , ,2.3,250,0, ,0, , ,03/21/1962,100,33.75,-85.82,33.75,-85.78,"","",46
9975826,TALLADEGA CO., ,03/21/1962,125,Tornado,0,F2,0,0,25000,0,AL,CST, , ,C,121, ,0,0, , ,.5,33,0, ,0, , ,03/21/1962,125,33.15,-86.27, , ,"","",47
9996590,CHEROKEE CO., ,03/21/1962,220,Tornado,0,F3,0,0,250000,0,GA,CST, , ,C,57, ,0,0, , ,10,33,0, ,0, , ,03/21/1962,220,34.17,-84.42, , ,"","",48
10034818,FAYETTE CO., ,03/21/1962,900,Tornado,0,F1,0,0,25000,0,KY,CST, , ,C,67, ,0,0, , ,.2,33,0, ,0, , ,03/21/1962,900,38.00,-84.60, , ,"","",49
10148756,GREENBRIER CO., ,03/21/1962,1430,Tornado,0,F1,0,0,250000,0,WV,CST, , ,C,25, ,0,0, , ,2,100,0, ,0, , ,03/21/1962,1430,37.82,-80.45, , ,"","",50
9989515,FRESNO CO., ,03/22/1962,1400,Tornado,0,F2,0,0,2500,0,CA,CST, , ,C,19, ,0,0, , ,.5,33,0, ,0, , ,03/22/1962,1400,36.80,-119.80, , ,"","",51
10121447,GRAYSON CO., ,03/24/1962,1330,Tornado,0,F0,0,0,2500,0,TX,CST, , ,C,181, ,0,0, , ,0,33,0, ,0, , ,03/24/1962,1330,33.42,-96.57, , ,"","",52
10121448,GRAYSON CO., ,03/24/1962,1330,Tornado,0,F1,0,0,2500,0,TX,CST, , ,C,181, ,0,0, , ,2,33,0, ,0, , ,03/24/1962,1330,33.42,-96.57, , ,"","",53
10121450,SMITH CO., ,03/24/1962,1500,Tornado,0,F1,0,0,0,0,TX,CST, , ,C,423, ,0,0, , ,1,40,0, ,0, , ,03/24/1962,1500,32.38,-95.32, , ,"","",54
10121451,HOPKINS CO., ,03/24/1962,1530,Tornado,0,F2,0,0,25000,0,TX,CST, , ,C,223, ,0,0, , ,2,300,0, ,0, , ,03/24/1962,1530,33.27,-95.73, , ,"","",55
